Symbol,Name,Last,MarketCap,Sector,Industry
FORR,"Forrester Research, Inc.",42.4,7.8957E8,Consumer Services,Diversified Commercial Services
FORTY,Formula Systems (1985) Ltd.,68.32,1.04E9,Technology,EDP Services
FOSL,"Fossil Group, Inc.",7.96,4.0211E8,Consumer Non-Durables,Consumer Specialties
FOX,Fox Corporation,36.46,2.263E10,Consumer Services,Broadcasting
FOXA,Fox Corporation,37.07,2.301E10,Consumer Services,Broadcasting
FOXF,Fox Factory Holding Corp.,70.95,2.73E9,Consumer Non-Durables,Motor Vehicles
FPAY,"FlexShopper, Inc.",2.44,4.311E7,Technology,Diversified Commercial Services
FPRX,"Five Prime Therapeutics, Inc.",4.47,1.6267E8,Health Care,Major Pharmaceuticals
FRAF,Franklin Financial Services Corporation,38.7,1.6816E8,Finance,Major Banks
FRAN,Francesca&#39;s Holdings Corporation,10.17,3.108E7,Consumer Services,Clothing/Shoe/Accessory Stores
FRBK,"Republic First Bancorp, Inc.",4.1,2.4126E8,Finance,Major Banks
FREQ,"Frequency Therapeutics, Inc.",17.22,5.3012E8,Health Care,Major Pharmaceuticals
FRG,"Franchise Group, Inc.",24.38,4.8037E8,Miscellaneous,Multi-Sector Companies
FRGI,"Fiesta Restaurant Group, Inc.",9.98,2.7421E8,Consumer Services,Restaurants
FRHC,Freedom Holding Corp.,14.69,8.5427E8,Finance,Investment Bankers/Brokers/Service
FRME,First Merchants Corporation,41.3,2.3E9,Finance,Major Banks
FRPH,"FRP Holdings, Inc.",50.97,5.0071E8,Finance,Real Estate
FRPT,"Freshpet, Inc.",59.49,2.15E9,Consumer Non-Durables,Packaged Foods
FRSX,Foresight Autonomous Holdings Ltd.,1.2,3.712E7,Technology,Computer Software: Prepackaged Software
FRTA,"Forterra, Inc.",11.3,7.3139E8,Capital Goods,Building Materials
FSBC,"FSB Bancorp, Inc.",17.38,3.373E7,Finance,Savings Institutions
FSBW,"FS Bancorp, Inc.",62.77,2.7951E8,Finance,Banks
FSCT,"ForeScout Technologies, Inc.",33.02,1.56E9,Technology,Computer peripheral equipment
FSEA,First Seacoast Bancorp,9.4978,5.778E7,Finance,Savings Institutions
FSFG,"First Savings Financial Group, Inc.",66.6,1.5657E8,Finance,Savings Institutions
FSLR,"First Solar, Inc.",57.24,6.03E9,Technology,Semiconductors
FSTR,L.B. Foster Company,19.3,2.0418E8,Basic Industries,Metal Fabrications
FSV,FirstService Corporation,93.29,3.86E9,Finance,Real Estate
FTAC,FinTech Acquisition Corp. III,10.19,4.5129E8,Finance,Business Services
FTDR,"frontdoor, inc.",47.37,4.01E9,Finance,Diversified Commercial Services
FTEK,"Fuel Tech, Inc.",0.9165,2.217E7,Capital Goods,Pollution Control Equipment
FTEO,"FRONTEO, Inc.",6.2369,1.1897E8,Technology,EDP Services
FTFT,Future FinTech Group Inc.,0.5296,1.746E7,Consumer Non-Durables,Packaged Foods
FTNT,"Fortinet, Inc.",109.68,1.876E10,Technology,Computer peripheral equipment
FTR,Frontier Communications Corporation,0.79,8.324E7,Public Utilities,Telecommunications Equipment
FTSV,"Forty Seven, Inc.",40.0,1.69E9,Health Care,Major Pharmaceuticals
FULC,"Fulcrum Therapeutics, Inc.",15.86,3.7018E8,Health Care,Major Pharmaceuticals
FULT,Fulton Financial Corporation,17.54,2.88E9,Finance,Major Banks
FUNC,First United Corporation,24.38,1.7334E8,Finance,Major Banks
FUND,"Sprott Focus Trust, Inc.",7.38,2.0495E8,Consumer Services,Miscellaneous
FUSB,"First US Bancshares, Inc.",11.98,7.454E7,Finance,Major Banks
FUTU,Futu Holdings Limited,10.68,1.19E9,Finance,Investment Bankers/Brokers/Service
FUV,"Arcimoto, Inc.",1.63,3.168E7,Consumer Non-Durables,Motor Vehicles
FVCB,"FVCBankcorp, Inc.",17.35,2.4075E8,Finance,Major Banks
FVE,Five Star Senior Living Inc.,3.89,2.008E7,Health Care,Hospital/Nursing Management
FWONA,Liberty Media Corporation,44.02,1.018E10,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,46.18,1.068E10,Consumer Services,Broadcasting
FWP,Forward Pharma A/S,6.6414,920438.27,Health Care,Major Pharmaceuticals
FWRD,Forward Air Corporation,69.69,1.96E9,Transportation,Oil Refining/Marketing
FXNC,First National Corporation,21.4,1.0632E8,Finance,Major Banks
GABC,"German American Bancorp, Inc.",35.5,9.4649E8,Finance,Major Banks
GAIA,"Gaia, Inc.",7.9,1.4524E8,Consumer Services,Movies/Entertainment
GALT,Galectin Therapeutics Inc.,2.85,1.6213E8,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",3.46,1.3856E8,Transportation,Marine Transportation
GBCI,"Glacier Bancorp, Inc.",45.83,4.2199999999999995E9,Finance,Major Banks
GBLI,Global Indemnity Limited,29.81,4.2574E8,Finance,Property-Casualty Insurers
GBT,"Global Blood Therapeutics, Inc.",78.57,4.73E9,Health Care,Major Pharmaceuticals
GCBC,"Greene County Bancorp, Inc.",29.29,2.5005E8,Finance,Banks
GDEN,"Golden Entertainment, Inc.",18.99,5.2816999999999994E8,Consumer Services,Services-Misc. Amusement & Recreation
GDS,GDS Holdings Limited,53.57,8.15E9,Technology,"Computer Software: Programming, Data Processing"
GEC,"Great Elm Capital Group, Inc. ",3.55,9.014E7,Technology,Computer Software: Prepackaged Software
GENC,Gencor Industries Inc.,11.62,1.6949E8,Capital Goods,Construction/Ag Equipment/Trucks
GENE,Genetic Technologies Ltd,2.0381,1.38E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GEOS,Geospace Technologies Corporation,16.67,2.2722E8,Capital Goods,Industrial Machinery/Components
GERN,Geron Corporation,1.33,2.657E8,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",2.4,3.2509999999999996E7,Basic Industries,Major Chemicals
GFED,"Guaranty Federal Bancshares, Inc.",25.005,1.0955E8,Finance,Major Banks
GFN,General Finance Corporation,11.1,3.394E8,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,105.11,4.205E7,Technology,Diversified Commercial Services
GGAL,Grupo Financiero Galicia S.A.,16.41,2.34E9,Finance,Commercial Banks
GH,"Guardant Health, Inc.",79.41,7.46E9,Health Care,Medical Specialities
GHSI,"Guardion Health Sciences, Inc.",0.25,1.875E7,Health Care,Major Pharmaceuticals
GIFI,"Gulf Island Fabrication, Inc.",5.15,7.861E7,Capital Goods,Metal Fabrications
GIGM,GigaMedia Limited,2.44,2.697E7,Technology,"Computer Software: Programming, Data Processing"
GIII,"G-III Apparel Group, LTD.",33.62,1.61E9,Consumer Non-Durables,Apparel
GILD,"Gilead Sciences, Inc.",65.23,8.253E10,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GILT,Gilat Satellite Networks Ltd.,8.02,4.4464E8,Technology,Radio And Television Broadcasting And Communications Equipment
GLAD,Gladstone Capital Corporation,10.02,3.0552E8,Consumer Non-Durables,Textiles
GLBS,Globus Maritime Limited,0.9956,4330000.0,Transportation,Marine Transportation
GLBZ,Glen Burnie Bancorp,11.5,3.2520000000000004E7,Finance,Major Banks
GLDD,Great Lakes Dredge & Dock Corporation,11.66,7.4531E8,Basic Industries,Military/Government/Technical
GLDI,Credit Suisse AG,9.0779,3.578E7,Finance,Investment Bankers/Brokers/Service
GLG,"Bat Group, Inc.",1.43,1.477E7,Finance,Major Banks
GLIBA,"GCI Liberty, Inc.",71.09,7.51E9,Public Utilities,Telecommunications Equipment
GLIBP,"GCI Liberty, Inc.",26.95,9.6737E8,Public Utilities,Telecommunications Equipment
GLMD,Galmed Pharmaceuticals Ltd.,5.8,1.2252E8,Health Care,Major Pharmaceuticals
GLNG,Golar LNG Limited,14.66,1.49E9,Consumer Services,Marine Transportation
GLPG,Galapagos NV,212.09,1.372E10,Health Care,Major Pharmaceuticals
GLPI,"Gaming and Leisure Properties, Inc.",42.73,9.17E9,Consumer Services,Real Estate Investment Trusts
GLRE,"Greenlight Reinsurance, Ltd.",9.95,3.6809E8,Finance,Property-Casualty Insurers
GLUU,Glu Mobile Inc.,6.07,8.8492E8,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",5.18,2.246E8,Health Care,Major Pharmaceuticals
GMAB,Genmab A/S,22.3,1.448E10,Health Care,Major Pharmaceuticals
GMDA,Gamida Cell Ltd.,4.44,1.4948E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GMHI,"Gores Metropoulos, Inc.",10.2,5.1E8,Finance,Business Services
GMHIW,"Gores Metropoulos, Inc.",1.4997,1.0E7,Finance,Business Services
GMLP,Golar LNG Partners LP,8.74,6.057E8,Consumer Services,Marine Transportation
GMLPP,Golar LNG Partners LP,25.735,1.4206E8,Consumer Services,Marine Transportation
GNCA,"Genocea Biosciences, Inc.",2.19,5.727E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNFT,GENFIT S.A.,20.66,8.0226E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNLN,"Greenlane Holdings, Inc.",3.42,1.4335E8,Capital Goods,Recreational Products/Toys
GNMK,"GenMark Diagnostics, Inc.",4.725,2.7443E8,Health Care,Medical/Dental Instruments
GNMX,"Aevi Genomic Medicine, Inc.",0.1699,1.1E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNPX,"Genprex, Inc.",0.3102,5980000.0,Health Care,Major Pharmaceuticals
GNSS,LRAD Corporation,3.17,1.0464E8,Consumer Non-Durables,Consumer Electronics/Appliances
GNTX,Gentex Corporation,29.46,7.45E9,Capital Goods,Auto Parts:O.E.M.
GNTY,"Guaranty Bancshares, Inc.",32.73,3.7744E8,Finance,Major Banks
GNUS,"Genius Brands International, Inc.",0.2851,5200000.0,Consumer Services,Movies/Entertainment
GO,Grocery Outlet Holding Corp.,31.99,2.84E9,Consumer Services,Food Chains
GOGL,Golden Ocean Group Limited,5.59,8.0092E8,Consumer Services,Marine Transportation
GOGO,Gogo Inc.,6.18,5.4482E8,Consumer Services,Telecommunications Equipment
GOLD,Barrick Gold Corporation,18.49,3.2869999999999996E10,Basic Industries,Precious Metals
GOOD,Gladstone Commercial Corporation,21.265,6.9857E8,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,25.74,9.034E7,Consumer Services,Real Estate
GOOG,Alphabet Inc.,1367.37,9.4306E11,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,1368.68,9.4396E11,Technology,"Computer Software: Programming, Data Processing"
GOSS,"Gossamer Bio, Inc.",15.4,9.3917E8,Health Care,Major Pharmaceuticals
GPAQ,Gordon Pointe Acquisition Corp.,10.53,1.493E8,Finance,Business Services
GPOR,Gulfport Energy Corporation,2.86,4.5677E8,Energy,Oil & Gas Production
GPP,Green Plains Partners LP,14.0,3.2425E8,Basic Industries,Major Chemicals
GPRE,"Green Plains, Inc.",15.25,5.4949E8,Basic Industries,Major Chemicals
GPRO,"GoPro, Inc.",4.4,6.8533E8,Miscellaneous,Industrial Machinery/Components
GRBK,"Green Brick Partners, Inc.",11.4,5.7556E8,Capital Goods,Homebuilding
GRFS,"Grifols, S.A.",23.6,1.6149999999999998E10,Health Care,Major Pharmaceuticals
GRIF,"Griffin Industrial Realty, Inc.",39.13,1.9849E8,Finance,Real Estate
GRIN,Grindrod Shipping Holdings Ltd.,6.8059,1.2771E8,Transportation,Marine Transportation
GRMN,Garmin Ltd.,98.34,1.869E10,Capital Goods,Industrial Machinery/Components
GRNQ,Greenpro Capital Corp.,0.5868,3.211E7,Technology,EDP Services
GROW,"U.S. Global Investors, Inc.",1.4898,2.254E7,Finance,Investment Managers
GRPN,"Groupon, Inc.",2.365,1.34E9,Technology,Advertising
GRSH,"Gores Holdings III, Inc.",10.36,5.18E8,Finance,Business Services
GRTS,"Gritstone Oncology, Inc.",8.13,2.911E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRTX,"Galera Therapeutics, Inc.",13.88,3.4433E8,Health Care,Major Pharmaceuticals
GRVY,"GRAVITY Co., Ltd.",38.76,2.6934E8,Miscellaneous,Business Services
GRWG,GrowGeneration Corp.,4.21,1.5454E8,Consumer Services,RETAIL: Building Materials
GSBC,"Great Southern Bancorp, Inc.",63.2,8.998E8,Finance,Major Banks
GSHD,"Goosehead Insurance, Inc.",44.14,1.6E9,Finance,Specialty Insurers
GSIT,"GSI Technology, Inc.",7.14,1.6466E8,Technology,Semiconductors
GSKY,"GreenSky, Inc.",8.83,1.59E9,Miscellaneous,Business Services
GSM,Ferroglobe PLC,0.9497,1.6062E8,Capital Goods,Metal Fabrications
GSUM,Gridsum Holding Inc.,1.57,5.41E7,Technology,Computer Software: Prepackaged Software
GT,The Goodyear Tire & Rubber Company,15.38,3.58E9,Consumer Durables,Automotive Aftermarket
GTEC,Greenland Technologies Holding Corporation,5.01,6.889E7,Technology,Industrial Machinery/Components
GTHX,"G1 Therapeutics, Inc.",26.32,9.8915E8,Health Care,Major Pharmaceuticals
GTIM,Good Times Restaurants Inc.,1.6,2.007E7,Consumer Services,Restaurants
GTLS,"Chart Industries, Inc.",68.8,2.46E9,Capital Goods,Metal Fabrications
GTYH,"GTY Technology Holdings, Inc.",5.86,3.0594E8,Technology,EDP Services
GURE,"Gulf Resources, Inc.",0.5155,2.453E7,Basic Industries,Major Chemicals
GVP,"GSE Systems, Inc.",1.84,3.715E7,Technology,Computer Software: Prepackaged Software
GWGH,"GWG Holdings, Inc",9.85,3.2538E8,Finance,Life Insurance
GWPH,GW Pharmaceuticals Plc,103.62,3.2E9,Health Care,Major Pharmaceuticals
GWRS,"Global Water Resources, Inc.",13.06,2.8127E8,Public Utilities,Water Supply
GXGX,GX Acquisition Corp.,9.95,3.5758E8,Finance,Business Services
GYRO,"Gyrodyne , LLC",18.85,2.795E7,Consumer Services,Building operators
HA,"Hawaiian Holdings, Inc.",29.23,1.36E9,Transportation,Air Freight/Delivery Services
HABT,"The Habit Restaurants, Inc.",10.305,2.6909E8,Consumer Services,Restaurants
HAFC,Hanmi Financial Corporation,20.15,6.2694E8,Finance,Major Banks
HAIN,"The Hain Celestial Group, Inc.",25.2,2.63E9,Consumer Non-Durables,Packaged Foods
HALL,"Hallmark Financial Services, Inc.",18.33,3.322E8,Finance,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",18.1,2.65E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAPP,Happiness Biotech Group Limited,4.6,1.15E8,Consumer Durables,Specialty Chemicals
HARP,"Harpoon Therapeutics, Inc.",14.69,3.6194E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAS,"Hasbro, Inc.",105.33,1.441E10,Consumer Non-Durables,Recreational Products/Toys
HAYN,"Haynes International, Inc.",34.49,4.3159E8,Capital Goods,Steel/Iron Ore
HBAN,Huntington Bancshares Incorporated,14.99,1.548E10,Finance,Major Banks
HBANN,Huntington Bancshares Incorporated,26.24,2620000.0,Finance,Major Banks
HBANO,Huntington Bancshares Incorporated,26.19,2.087E10,Finance,Major Banks
HBCP,"Home Bancorp, Inc.",39.26,3.6416E8,Finance,Banks
HBIO,"Harvard Bioscience, Inc.",3.05,1.161E8,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HBMD,"Howard Bancorp, Inc.",16.95,3.2344E8,Finance,Major Banks
HBNC,"Horizon Bancorp, Inc.",18.79,8.4498E8,Finance,Major Banks
HBP,"Huttig Building Products, Inc.",1.6,4.246E7,Consumer Services,RETAIL: Building Materials
HBT,"HBT Financial, Inc.",19.15,5.2580999999999994E8,Finance,Major Banks
HCAC,Hennessy Capital Acquisition Corp. IV,10.16,3.8119E8,Finance,Business Services
HCAT,"Health Catalyst, Inc",34.11,1.25E9,Technology,"Computer Software: Programming, Data Processing"
HCCH,HL Acquisitions Corp.,10.35,7.207E7,Finance,Business Services
HCCI,"Heritage-Crystal Clean, Inc.",31.21,7.2364E8,Basic Industries,Miscellaneous
HCKT,"The Hackett Group, Inc.",16.06,4.8014E8,Consumer Services,Professional Services
HCM,Hutchison China MediTech Limited,26.43,3.53E9,Health Care,Major Pharmaceuticals
HCSG,"Healthcare Services Group, Inc.",24.14,1.79E9,Health Care,Hospital/Nursing Management
HDS,"HD Supply Holdings, Inc.",40.31,6.54E9,Consumer Services,Office Equipment/Supplies/Services
HDSN,"Hudson Technologies, Inc.",1.0,4.263E7,Consumer Durables,Industrial Specialties
HEAR,Turtle Beach Corporation,9.14,1.3269E8,Capital Goods,Telecommunications Equipment
HEBT,"Hebron Technology Co., Ltd.",6.13,9.973E7,Capital Goods,Metal Fabrications
HELE,Helen of Troy Limited,183.33,4.61E9,Consumer Durables,Home Furnishings
HEPA,"Hepion Pharmaceuticals, Inc.",5.6,1.934E7,Health Care,Major Pharmaceuticals
HFBL,"Home Federal Bancorp, Inc. of Louisiana",35.54,6.375E7,Finance,Savings Institutions
HFFG,HF Foods Group Inc.,19.5,1.02E9,Consumer Non-Durables,Food Distributors
HFWA,Heritage Financial Corporation,28.31,1.04E9,Finance,Banks
HGSH,"China HGS Real Estate, Inc.",0.7353,3.3130000000000004E7,Finance,Real Estate
HHHH,Wealthbridge Acquisition Limited,10.14,7.562E7,Technology,EDP Services
HHR,HeadHunter Group PLC,21.48,1.0700000000000001E9,Technology,Professional Services
HHT,"Huitao Technology Co., Ltd.",1.4499,1.098E7,Basic Industries,Engineering & Construction
HIBB,"Hibbett Sports, Inc.",27.57,4.7791E8,Consumer Services,Other Specialty Stores
HIHO,Highway Holdings Limited,1.62,6160000.0,Capital Goods,Metal Fabrications
HIIQ,"Health Insurance Innovations, Inc.",18.89,2.6849E8,Finance,Specialty Insurers
HIMX,"Himax Technologies, Inc.",2.8,4.8201E8,Technology,Semiconductors
HJLI,"Hancock Jaffe Laboratories, Inc.",0.55,9860000.0,Health Care,Medical/Dental Instruments
HLG,Hailiang Education Group Inc.,65.71,1.69E9,Consumer Services,Other Consumer Services
HLIO,"Helios Technologies, Inc.",45.86,1.47E9,Capital Goods,Metal Fabrications
HLIT,Harmonic Inc.,7.74,6.9926E8,Technology,Radio And Television Broadcasting And Communications Equipment
HLNE,Hamilton Lane Incorporated,60.35,3.13E9,Finance,Investment Managers
HMHC,Houghton Mifflin Harcourt Company,6.175,7.6774E8,Consumer Services,Books
HMNF,"HMN Financial, Inc.",21.2575,1.0297E8,Finance,Savings Institutions
HMST,"HomeStreet, Inc.",33.6,8.202E8,Finance,Major Banks
HMSY,HMS Holdings Corp,29.46,2.6E9,Miscellaneous,Business Services
HMTV,"Hemisphere Media Group, Inc.",14.77,5.9046E8,Consumer Services,Television Services
HNNA,"Hennessy Advisors, Inc.",10.4403,7.827E7,Finance,Investment Managers
HNRG,Hallador Energy Company,2.93,8.863E7,Energy,Coal Mining
HOFT,Hooker Furniture Corporation,25.74,3.0472E8,Consumer Durables,Home Furnishings
HOLI,"Hollysys Automation Technologies, Ltd.",16.9,1.02E9,Energy,Industrial Machinery/Components
HOLX,"Hologic, Inc.",52.07,1.396E10,Health Care,Medical Electronics
HOMB,"Home BancShares, Inc.",19.65,3.28E9,Finance,Major Banks
HONE,"HarborOne Bancorp, Inc.",10.985,6.4185E8,Finance,Major Banks
HOOK,HOOKIPA Pharma Inc.,12.15,3.0871E8,Health Care,Major Pharmaceuticals
HOPE,"Hope Bancorp, Inc.",14.86,1.88E9,Finance,Major Banks
HOTH,"Hoth Therapeutics, Inc.",6.59,6.669E7,Health Care,Major Pharmaceuticals
HOVNP,Hovnanian Enterprises Inc,5.25,2.625E7,Capital Goods,Homebuilding
HQI,"HireQuest, Inc.",7.07,9.531E7,Technology,Professional Services
HQY,"HealthEquity, Inc.",72.25,5.12E9,Miscellaneous,Business Services
HROW,"Harrow Health, Inc.",7.3,1.8376E8,Health Care,Major Pharmaceuticals
HRTX,"Heron Therapeutics, Inc.  ",23.175,2.0899999999999998E9,Health Care,Major Pharmaceuticals
HSDT,"Helius Medical Technologies, Inc.",0.8767,2.658E7,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HSIC,"Henry Schein, Inc.",67.12,9.85E9,Health Care,Medical Specialities
HSII,"Heidrick & Struggles International, Inc.",32.8,6.2879E8,Technology,Diversified Commercial Services
HSKA,Heska Corporation,97.01,7.5943E8,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
HSON,"Hudson Global, Inc.",11.95,3.513E7,Technology,Professional Services
HSTM,"HealthStream, Inc.",27.04,8.7551E8,Technology,"Computer Software: Programming, Data Processing"
HTBI,"HomeTrust Bancshares, Inc.",26.78,4.752E8,Finance,Savings Institutions
HTBK,Heritage Commerce Corp,12.8,7.5776E8,Finance,Major Banks
HTBX,"Heat Biologics, Inc.",0.464,1.584E7,Health Care,Major Pharmaceuticals
HTGM,"HTG Molecular Diagnostics, Inc.",0.7562,4.389E7,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HTHT,Huazhu Group Limited,41.5,1.221E10,Consumer Services,Hotels/Resorts
HTLD,"Heartland Express, Inc.",20.84,1.71E9,Transportation,Trucking Freight/Courier Services
HTLF,"Heartland Financial USA, Inc.",49.62,1.82E9,Finance,Major Banks
HUBG,"Hub Group, Inc.",52.49,1.79E9,Transportation,Oil Refining/Marketing
HURC,"Hurco Companies, Inc.",37.79,2.5573E8,Capital Goods,Industrial Machinery/Components
HURN,Huron Consulting Group Inc.,68.46,1.57E9,Consumer Services,Professional Services
HVBC,"HV Bancorp, Inc.",17.0,3.857E7,Finance,Major Banks
HWBK,"Hawthorn Bancshares, Inc.",25.57,1.6048E8,Finance,Major Banks
HWC,Hancock Whitney Corporation,43.87,3.83E9,Finance,Major Banks
HWCC,Houston Wire & Cable Company,4.27,7.003E7,Consumer Non-Durables,Telecommunications Equipment
HWKN,"Hawkins, Inc.",45.83,4.8713E8,Consumer Durables,Specialty Chemicals
HX,Hexindai Inc.,0.8851,4.309E7,Finance,Finance: Consumer Services
HYAC,Haymaker Acquisition Corp. II,10.051,5.0255E8,Finance,Business Services
HYRE,HyreCar Inc.,2.71,4.441E7,Consumer Services,Rental/Leasing Companies
HZNP,Horizon Therapeutics Public Limited Company,36.38,6.81E9,Health Care,Major Pharmaceuticals
IAC,IAC/InterActiveCorp,255.28,2.159E10,Consumer Services,Other Specialty Stores
